6f8d66d1,4231b02e,a8e8d373
2ec6c5bc,65d31b0f,523337ce
a40380ed,f898b387,4ff8a4ab
750834f,14eb2c93,fb8a236a
578f8518,1c608477,dbcdbe1d
bf0e1fb2,ee1d5dba,a5e843f9
cdb2b7ea,a51cfe7,e77c88a5
486a0c35,7cf01095,30bd9e6d
bd762e8a,58940d30,5a3c213c
29c7dd9b,c250688d,459de46
5247b58c,ec3e4f2a,5c50a635
cd936a64,70b0009f,14756a26
eb7a78af,8ea07ea1,5054b43b
aeaad680,f2d8441e,d7327bf8
cda4b5c2,29c161fb,71b3ef6b
aa3e491b,b4d1ebf6,8b537f00
f0ee961a,ef915c14,d2caf05b
162758fb,d764b0ed,fab00207
e369d71d,e8ada19a,8c7dc410
2c803295,f5fc82ab,59035566
49f2e8ec,4ac2cecc,ef9e1c68
e567b465,ad275981,3d94b0cf
bf98c9bd,5308d6bc,23b85184
933fd93c,e4649d30,d2d6266c
fb423332,68bdc323,f00afe33
c295304f,3e3974c7,e7c69952
da40c3e9,b711532c,872dd495
e5c62c64,adfc5105,95a0da4
f6329e16,1fd02777,d489c565
1155a69b,84429db7,bed14a85
38d2d820,8f4de1a4,1d5078bc
d02e73,9167746c,bd9a953b
18321ff8,7fa62412,5a75570c
a12cf616,21eba730,8b6e8385
50ab035c,24b0d88d,dceacdde
6f441c52,77054ab9,c2ce8788
ecc200dd,f7dbc50f,bd6a087e
7afc49f1,2200fe92,2989fda1
6a0c33da,e806b188,d56b09c7
15627ebb,44dfff41,2a40ba4e
23d950bb,6a9492ec,f30ad314
af7ed31a,44a81fb5,98477151
e1be542a,5fffa044,8552d30b
cad38c5,b6636692,b7577bc1
9ecebe8e,550c68ea,7148a197
2e8d0968,6c5feef3,8212d087
3733d32e,ecd8dfb7,a36f4bc8
ddbddfae,fc58cfda,3c8fc429
1c271b2b,a58c82e0,aa5d1277
1e4eb36e,c74aa9f8,bd6af250
65474eaf,732ae43,12c2397b
8c5f4a32,9005a0b3,be94c4f9
f77f4bf9,a3aaaa28,dd19708a
aeeadfb6,acb3435f,f7b72b2b
def22229,55195c43,51b358cf
39485fc1,a6d13c3,827e521b
56957c14,1c838fe8,76f65ad8
4cf11f65,dd5fc50,9b8fb2f7
206fa430,450fc7ef,15228a1a
215022a7,ca962c95,cfd8710f
15d16ab,3066247f,b0a98131
b9165773,b2964d81,bc512da0
2ac9e46d,cd65e586,16984625
cfdf9d75,ae8aa086,6792744a
26c8d0b4,75a3406e,a5a4ed7d
579ed1dd,31704040,97005599
be558d79,d459b06b,c2d086d8
2102e1ca,da551e67,56ef8c83
74fff96c,90e932ae,2807ee34
ed1a5779,e44922d9,41e203d8
21e779cc,b056e336,38592a6f
7c3aebf3,9e1324d7,a8bde304
dfb552a2,55618b81,f109bb6b
809ec568,5a01fc92,aa511cee
56a7bfb4,5066277b,fe5a2dec
daf05196,eda0132e,a3a690b1
83291e83,a73104f6,b094d63d
2e16f0cf,8728498b,d8115a89
e5b83c0c,38b7d041,5985dbaf
237a8161,b73242cf,60c11f64
894fa7d3,46872270,d917c88c
dcabbac5,62d6f6fe,d8204b93
1d4ee078,e8a8d7fa,c8e04a43
99bb5d7b,577dda87,19488374
35aa267f,66671ad6,3cd832db
f888ba3f,a35cd1ba,b5d1488e
2ce4a177,83ac8af2,d461b8e8
7f191793,47b4fc7,8be21544
63db8752,6550b354,700fc620
12204bf3,786b2038,90ac1891
62aeffd0,1b56f019,bfa3e47d
83b68bc4,ae2fdcc0,8e2b4ea5
d1ba0d2c,6971b380,2bbc67e
f1ce75ec,49f5ad2b,1d474e3f
f271172b,cf178fb4,35968053
b7e02328,cbf54fe2,a0e96e63
2802783,23ebbbda,2dde235f
d10b5bae,14ee8a90,670f2ce1
d49ac584,5bf119ee,ae29a4e7
cd4eb93e,10146700,65dbc17a
a548220d,163d60b2,2944d5ff
ab64957f,4859bd96,dfdbae81
b8df7a08,28eebc74,d027ceb1
fa1ddd46,7816df73,c54924fc
9f6192fb,d86dd997,cca3f487
a203e80d,f5b11909,8e817288
3e43824b,3a8834ce,fb6f8f9b
2f0a0f2e,78bb8e97,f4faa284
d6e5094f,1b284e43,74aa37b0
cda06e23,830c1d3d,1818049b
9f76d1eb,96c1e212,4097f871
c2215fb8,65eaa547,2feaf592
18a77710,24ea2c95,95472b23
67ceef66,25ac7a07,5cd43be5
f85e6909,539b68d2,73be965a
19ddeea4,ba192a59,a63d3bb6
ac1dc370,f90c5e6c,b8006978
956f1e3,da6829b9,46e65846
897c6e7f,607c0c47,2d89e404
c3e98946,b4f3fe4c,338d3815
c8418e55,ab1bc29c,314bd4e7
f0407107,79a7fe02,c5500fa7
ea2f7876,df1d1192,3d83a983
ec210281,fc4db934,b6f4ad93
eeea9ee,819dc71c,464ac08f
5017fb3c,e80e8772,c2790cfa
1298bcd5,911e46f6,c1133522
34055645,63f43ae6,1dd2dd20
616defc5,e05bba43,6bfa5620
effe05a9,462bae2c,7e56748f
725c9088,663ab59a,52f0aa26
dd696dd,1bdce030,59c31937
357f436f,a60a2052,9af10f9e
7afa8755,e0511cc4,8216e4b2
d50860b8,89ea3c1d,4b18e594
9fb60475,2032bacd,4106c022
2886c142,79026691,c1baec
924f4b6c,e3f76815,8465148b
d4128bd3,138c665,266ba156
41fd2921,31488539,94e506b6
337dce3d,54476ca7,d0caf891
27327a52,7c6ef492,cfe28d71
e9f825fc,4e18678d,78f44763
40d83853,a7b23cfb,2571a24
34cdf334,a684ac34,48294eb8
8669ea65,28e28961,2d6c9bd1
2a9b4f8a,33786a16,c84dc46c
83b2dd2c,2f145621,fc1416a7
27d42b4a,75b2a44d,e728bc41
dab5fa28,c410ea68,c061f19d
82a9f55d,161f952d,b66de13e
ee73a808,7e29e049,fc519887
dbde27e5,a6c8c031,9d283782
492a7c4c,9ade191e,2847faef
eeb44ed1,18824c53,3287c10a
1a12d9,55e665ce,d4a5914e
4820a77f,491eb5af,18456a9
6ebea6af,a0485d5f,727eb713
9c8fdcdf,6d54cdcd,96423eb9
3625e7d0,785f3f8,b9a77bdd
103b367d,f9a62c41,96ed5a2c
233cb09d,f120d262,81381df7
b20cfe3a,126dc49a,5c8b1d16
da7d96fe,df334c98,895678f6
a89c1306,4aca28d4,63890dbc
265f6352,b677fc50,5d47aa00
f175c6cd,55103144,d1f6cb56
443fc308,9d20414d,2ac839b9
e1de8ea4,1d1608e8,787296e5
eb354ece,8770cb5f,c9969949
186530b4,ba0532fc,8fa46b25
382b69c8,87048ad,c3d9179f
d1e45ac9,edcef802,15c05c40
cd159732,fd6952bd,d21fff5f
936a1fe2,eb2060e6,51cae19e
dfd97c41,ecd72071,c3fcbb43
54e74760,116c192a,81c0177e
32c67ac2,ee32e07b,f4efac17
c7333cdf,2112d3a1,d6443043
cf781636,ce11f81,1e4238b0
df4d7e52,6f800b45,5706d218
c595b68e,339c1f6c,aaf1023d
9d5d43d5,28f41d33,dac5f654
19667d66,3753e70,dc340a94
97d8161e,48161a8a,99e31263
8cf10450,b2539d8d,c3615443
cb5a90f5,d88fce5f,3417d63
dc1cc30f,2ddf5225,1b97b9de
482cf776,e2f304e7,ff06f6fd
8adddac4,6ab41dd7,c91dd63b
cb0bbdb,6219f1a2,f12024aa
585c6074,839ce1a7,b016febc
af9e67b0,78920017,9df19564
68079a1e,544fe090,124029f5
12df463b,e95c3be3,46cd9e28
fc2f5d1d,3e19537e,9f4cc4a0
a8cc8a7a,c8ebe841,e4050992
18236f8b,85f9fc30,557b88f1
8e1e10be,af87a5dd,ba155881
1575be2,aab37f2e,18be9f7c
1a753018,15dfa44b,8f62a16a
78510788,4aba0d6e,93580eee
41f9b5f7,447b141f,cb91c04f
3b118a15,c3ed5ab8,5f3b0b70
404375d1,f2a1bc0,76f2640
b754ca9a,574b8ebd,adf176a5
45ac9e13,5c7435a7,765976ac
32b720b,f0e64530,c5e2415b
d07ae5d,49e62699,b9a27fb8
925d8fcd,d4d536bc,5105bb72
2efe4bf1,89733899,b190bbbd
c9061974,ca63808c,f08c79db
f4a91662,219aea8f,c2165f1e
628788bd,7d015d53,a70e5599
6295cca5,42ae3f05,cbc7d2e0
cf79ee,3108a79d,69bdf5c2
3ca7cf53,41879c5b,68448789
d9698af9,26f3857d,e62cd58b
6afd6751,d1b0c633,a57e4251
2edcbe4c,3c58742,b9039d48
18703b66,378382e,b9b83b58
b186bde,2e5bc91,b038ac25
6b1c7c1b,b7544fb9,733b1f94
7f83a65c,116c4d41,4d5a805e
7e61b92e,f9e7ac8f,1f38e5f2
8ca96080,b11fd0f5,502ba4d
18ea59cb,4d090f5d,90e857d9
691a2e89,4cf18378,566db568
c3c1decf,583c8c1c,f05f880d
5c109eb1,43c1bd22,85a3e11c
24337b59,13d823c0,e61d6977
91ecca1,afe50844,8659bc3f
717262ee,42ed5a63,a6375ee8
4587a5a,a4f0c53,aa976da
e97ba81,78bb8cfb,aee1f214
1706cd0a,178440df,4cfd6fdc
173f831c,d0c1343c,28be4d68
7ffbd883,390af26f,662bf5e1
339fcaa7,f1b7bc47,6205407b
db0a0aab,791b1acb,34775d61
47bdc1bf,7b177465,e779cd3b
5f0c3761,1a3b7b3b,91ef3ad3
58da734f,dd673132,b4b07b32
4b898dfe,9995de0f,9f55122c
d813475c,64b42e7a,a0604c34
cc0aefa8,226dfba5,94a1a10e
2533d6d7,7948c27c,b43c8baf
11abb03a,ca4427d7,804590b5
e5193cc6,701524c7,1aa4d1c1
ef0783dc,bb053222,cea03d55
2c2f4ffc,becac3ed,12ec49a
ed0d63f9,f40b337a,1a5d54ed
85fe7bb4,ce79a2b,7d17cc0f
90bb789b,a663afc7,ccd68331
626bffcd,c2b9259f,db00131a
2bd45665,10b3e2fe,fbc306d3
96929426,529e7cd3,8ad9a2dc
c837950b,5ed7cc0c,a3a5df45
a3692ed4,94ed6b63,5d8c4945
88bb613d,c80ad91b,6e234354
e23eee44,f22d32d8,312dc7fe
4f46bc55,614905ed,3f778e2a
edd3e868,17c96236,b4523e6e
202c0f90,a8f73594,3a4ba34f
b93cbf33,5eff7ffc,b2c0703c
9a93c57b,4a7e1bc7,8f4a9d61
9cf3547,728322ea,2c4d278b
e023d384,f7749ef3,77f810af
f0670acc,8e5596a5,d905738
579f8c23,c390cbf4,f8085d15
cf1fa0c6,a2f02976,5b8c0184
a3f43c8f,5c822124,f71a54af
55809d20,20dd031f,7773c11a
4087c010,b4f8a775,6b9b7c5d
f7419bbe,f136dee8,c93f5216
7fa32066,bdaec74d,f57b372b
8782a325,171de6a5,bc7fbc2f
d56b2fb5,ed34006e,ddb5692e
99ec81b9,44c3bee1,6f7acfdc
71a37be0,4351135,7ac4c021
561d3c6b,64ecb422,4f3aac1f
dbcb90b2,8e13e22b,b60cf062
932b52ca,1a4853be,128decc8
80dfa62f,dccd5b8f,4cafd359
9013b4af,abaeb9e6,9bd88eaa
18c994be,49ce266a,5e3c3330
5f697fc6,138ce82,5b8c5353
a7ea7c88,20e0ac5f,33c8f79f
71449fb8,5dbb738a,b45f471c
13157e0e,6a1e410f,f1178339
71817d95,8a192d1a,42c393fb
64f2684b,80dff393,413a7894
8da3f8f9,318df073,4c856dc
c13c16eb,8e7f4088,7c0c970a
b6a976f0,c0a710d9,c8d72c5e
8f118b69,890ff634,3e7709e2
7800a436,829ddcc4,5bb8ddd2
4da7e8ea,9d3d1a47,66ae6db6
a2265db4,668c9d4,2c578c83
be51287b,f376cfa8,3c4d43ef
5917b6bb,3434e558,1dec9654
5061638d,ff74d97c,1ea0ef0e
367c2e70,b5954c90,1563d5de
d952b592,25e3dbf4,5f7269e6
e576d2cf,e94ab2ad,73700bb1
5a719f86,c2754021,fa0f0978
c63e65e2,c1b5a633,31965f0a
7b904061,d88412b9,2755849e
57c6ff22,81536c52,467f282
7ba9933f,5c2c7df4,85fb08d3
6e7b586a,2677115e,585289d7
80677ad7,ee93385f,cfa0d694
2c26b5d7,fc33dd55,6b9d692f
39c5d393,a1f02878,a6467a34
e2619f9e,d6d57fa3,878343ef
44cb6810,38441d57,370ea46d
925eadb4,40a39680,85a43ef6
fa167fb8,557e2b43,dc6b1d8d
a830cd23,4a0166fc,7db20f4e
456f9ab5,bc83414d,a42f14df
467959f4,cc2d3aab,5421f486
16f56396,68907973,d1d41f95
1e087424,52d0f5e4,ef43f59a
802d9c,887f76dd,e8025bc4
89121793,ec3e36d6,90d065e0
c3371b17,28bab53a,71050254
5d3ede4a,ed98e501,4b29208a
bb8cbc10,b5fa5fb6,bf6d6328
4a02b4bc,ff7ab3de,edcb5d9f
88afdb45,e2dbd0c8,948529b4
c320c2f2,774b33fb,a7620724
e524a4a4,a275babd,c2437e94
cb34fe4b,e5c687df,7bd40fdc
ddbfba36,1cc7e3ae,55b48353
1627d93b,87512238,6f373ebf
9402107c,bdbed9a0,ab3adb3b
4934eb6e,77cb519,b8de4762
3f8e5718,1f9e4b52,126dec20
b4a7f2e2,9daee186,14182640
24616436,3d6a2276,22d0dbfe
a005879d,34d5cd86,60dc5038
caca3234,626d3931,25d06613
eb7a8704,5ff35ad0,267bb7b4
9fddd044,25509ab8,c1a81142
58aeee6f,45fd5825,c88f0846
26b9a0d9,78804f34,7e9964e
ed0ea607,9726d274,4a2a8c21
99942941,a4dd2484,1d4a7f3d
a2f88db8,b79471e7,5b757de3
205acaee,424d8add,9ff64647
18e63f85,e88f9385,16494caa
295ad190,40d5a4a3,3be56537
56c83405,651594cf,7f79f55d
22abe488,87d18ea8,e43be3be
1925f722,2895ae6c,7cd7dedd
bd2aca14,54e51a05,5d26fc2c
7ae930b1,7316b5ac,f41ea667
80b0cca4,23c4f2db,97706267
94f0db18,fee190f6,19f69cea
f3675293,ff1d6907,4dfb9273
47223390,ff9c86eb,72063967
a1fdd403,d0d30c68,48dbd161
51640f36,68081089,248f02
1d45a727,e573ad94,e59efcf
23c0cfa0,ef5c109,d65c9ced
45ae9799,5829fe9d,64c1723e
85accb62,912a7091,1934015
c299145b,4675f8ad,2dfb734
689cb186,974c3539,a1cfc8f
579aae09,dfe01b8d,454ebe64
eb5dcbfb,9e3d176b,c4f2212f
9e052223,5ac9fd72,4d9e5415
c2b9f75c,56ff0973,30ae4a98
f2f1804f,16ea5d1e,ae938fe8
6c68df14,29a3ad60,a5fb84fd
35bd213d,64476ea7,b537d4a3
ccf4f85a,f7c11648,85520b1a
caca9ab7,bfe13ce,2f5f7887
902c8047,dd5ea0b9,721678a1
e1506bcf,86d42d37,a1a887f1
fbce1efc,a1bdd937,968f9dc3
83601c0c,c7fa1926,57688b4
e9cd419e,aca735cf,9e41fac9
d9f4c320,e7cdc193,39a2d846
bed5ff50,71d71231,ea2c087e
47b5c635,77e27a31,12ad5a7
aa169280,c9b8e9de,cd83aca8
741dfd49,a67746d2,fa54a59
e162dd2e,54f7dfea,bdbff4e
847c42fe,a7f4b342,9ed0683d
23f092ee,6a40f51d,90e8f24f
33db7eff,fb8182f7,ce64775a
7bc4fc55,b76fd96e,fa6e8cd6
226097ba,abf0b3b0,6f76887a
43dab1d6,d99b4ba1,22a2fce
34612bb5,804b2e54,db563ff4
42f36daa,493583e8,37a9037
76554af4,9794086a,95f459c4
39fe74fb,2436a4d,2d217d6e
759c18ba,eca9e876,e48b7f6f
ecc379ac,52c847f6,1b818b5e
32f9b160,fab0b499,be49c33b
3026cd11,dc0d25f4,f8cd5e4e
29961509,c11c89ca,9c05def5
3ea4ef61,1666e5cc,f6f121d1
520e49eb,d7a880b7,a36693e3
4162f258,9967d296,f3d6281
ff0d9217,7c827303,882dc301
464d804,3f827980,a7db2270
de52d530,38596ddd,2fa5b2fd
f83b27bb,5de36a4,f34626c3
d5892ed,33bb7d3d,a286f7cd
bbc28f58,b45e30fe,992fb2a0
bcfdce80,7124298d,7d24a2a0
8345b747,1a48e5f9,60ae567b
586c2bf,165fd6bb,a951226a
bd0cb141,87ad2905,ea863b08
6f05b8ac,f524ba69,845783d7
7a39159f,8eb8668e,ab242b43
2fba11b3,5ce9ee86,62098e3b
efe20000,3f91adfe,73677acf
58207680,30c3da3e,6bcd6021
87830fd8,f8d70903,6368dae4
ffaa8450,98f47821,a70d46b0
f4712e84,4bf5b712,9506a6a
f0feeb2e,ed818ab2,2a8d7b51
f0e8824e,9d719a43,e583dc23
393bb6b,941b60a6,d0c46780
e10f2e8e,5984d462,3be438fc
e12502f9,66f7fc28,2b96ea6e
58e1321b,18b5681b,2cf5d197
a0b3a0e7,43c1c5ae,eb4992e4
bb0f257b,eb270d1,2cea1b38
915967c8,7eeebf61,6b3d734f
92f5acc9,411150de,ff33dcc2
de08e702,7f8e9a67,9340d959
48dab41c,4980fd42,6d97cceb
945a55c5,5108ee45,6f14f40f
e669f277,605289f0,2f0154a3
fedceb2e,d22428af,e8ebe5c7
3a86066c,290da212,b945321b
ccfccf78,3063dd41,13cc0408
f4452173,64e68115,ab77192a
aa4b6a79,89a7b65e,baae3c37
6cd74693,860e7415,a27b3af3
f5386654,1a941477,e56c920c
b41e9969,41e95142,d7125f42
743b6beb,da17f53b,bbfdde5e
130bdd58,a1aca327,e2fe000a
af5e5efe,c55004cc,8db05901
3230849e,be2b9686,53fdc762
ee2e5ee8,d48e2a1e,b8f1141e
fd7de2ae,2b70faf0,3367e827
dcb5e63a,31f0f0f3,9338cd34
93633b32,1c39eb2a,4458c1f4
7b34ed8c,70f8ab3e,b745bafc
b40d6e01,4483023d,9d06b298
7220b638,7554e864,d9ff217c
99833be0,14bc6185,7731637f
1f89e972,e9f10e42,3290c7f2
eb232234,46b66ee7,6d18193
222f5e03,af68dedc,52fbb7c4
826ef7d0,344385ee,21acc0ad
49f85562,968d9f0a,cf268d4
47c8d232,6ce2f995,6004cb5c
26251e77,2aa9d88d,778f576
f4427bd3,4e8ff8c5,361a25cc
a52259b,976bb0b1,cbf81b62
de6e5218,eae91566,73a29c24
2be8f9f6,129a1af1,6cea0cd4
aeb3fafb,c09960c5,484be541
329d4919,9b3cbc32,caa8adac
fa7e81f0,19f66f52,37e9b750
c75d864c,6965217a,4d524d79
5e6d6001,af6c0161,611dfd3f
3cd04020,7f676d77,19d617a4
275b2383,5f05a17c,4dec5483
9c99b48f,b3c1bf3a,94c5d5cb
5aaa3069,6168d282,9a16bac2
37c4b919,133b5cca,8783f161
44037760,35d73f8f,f088c7f3
4cc53694,bbcfbd15,1d145afa
fa6531ba,90c2c9e7,8039082d
40edf7bc,517f0ead,1d36254a
7120ad8b,26af4451,612e8abd
63544053,456ed2a6,ca31019c
9838002b,18f6e906,7b06ed15
fb66bfde,7b4c1679,8dd2daa
8f7d504b,53b2dd74,5e761cfd
d029c22f,e615dfa4,c6222a46
b25972e5,5b5dcc7a,1d6fd1e7
1761024a,6a5a043d,b311cf95
3d6ea368,9223dd36,60766ca1
b7db3389,666113a4,597b9af6
a9cf72d9,78e7f7ab,b62d2dc1
e9137ed2,9f3846df,5b60bd7
b377ceae,5636a3fe,82e54f7d
a95113fc,9b61e04d,75115fe4
7d0c092e,d659065c,b8f7095
6d447b44,8288f326,8a67a7d4
295202d3,56efbc22,ffec2f70
f32c1db5,89a49578,5da0dbd
22a9b769,85012717,ceb0d806
d5118285,3b4b2de3,f43f5952
c1d2718b,d601f694,f2339aa8
854c3c37,6c3f8c47,a002dd22
7eb74a41,dcace48f,c561a4e
d3bb8634,89a8b96e,eee9392d
b50c1721,8f0a80fd,e8d20fc
cca19c61,ad40f115,95ddfb55
89615a55,20b675a5,6d8ecb27
c1ba9acc,4eb20e1e,25637ca0
d73ed578,43548c7b,fb9b80ab
cefcb09c,c9acc080,cf35bdb1
30cd1713,4af8b315,6620a5f7
b81370fa,4c9e7ec4,c215c80b
540c7036,b1163245,5703aff9
4ec1309f,d4fd8b29,e5ce2c07
d3f161d1,dd3fb43,1e6dbfd2
d7885eb7,24c75ab8,47f78a10
237ae764,4bea327b,c352d6bd
85177572,cb56662d,3ad6255e
1226c97c,e44f2ab6,4adb9060
c6d60f8a,f63cb7db,470257de
d7cc81de,9299cc4e,ce731d4a
d95d64b6,75e517fb,21da4948
2a3aba2,de4e1612,676d30da
7cb66ab9,79f6c2b3,17618d14
bdb681f0,7e9ad83e,6fc03748
d10eefe6,3e1e634b,b8bfa6b9
e2db21fd,42191f04,e39e8b2d
d8a769de,c7571271,6ac002b3
3c22d454,d6b5bf0e,4a4b2e68
cea620b8,b76147,4ae3b8aa
79da1222,56ad6c85,b4bf9185
383aa500,f02929ed,d54a167f
7c051201,7a8ec0,e0dfb043
beb304d1,29e66b9c,e981ef01
a7fd99e8,71e15ee3,d49a63db
b52e0f5c,a5150245,b8a45256
1d035ef4,5db1cda9,625ba2cd
a0da31cf,f90349a1,d7e31dcd
f04d94e5,5ac30dfd,e18dcb6e
4238e6f4,f94a05c0,d4677a7e
1f21f112,25023b7a,7b473450
811f1d3,3ff4c9b7,2d80f439
687a492b,5e8b6fe6,a51553e0
6a5ad5e3,5d7b2d31,7901f5a9
2d50ecba,a44743de,73b9667e
37e18065,549ab180,ff1b0dac
eec59021,5a5e9ec0,31206665
2ed9a40,cd44745e,86371c3f
e48c97a2,15be8c71,289c963f
8fab1c2d,753fc46,7db5dfa6
939cffd9,5a9ef6b6,fcca4572
8b5b7eb9,eafdee46,bf188163
b0873898,4fa0935d,a1525399
e13ffa0a,e183b54c,de3167bb
f766c48e,73d21831,5cee1aa3
c1b0d345,4903bc8f,e1ee19b7
6c2e94bf,7507495a,d934822f
82aaa336,16a72259,5b0e165b
2ed3ddbc,1467858c,ea4de9f4
591115b3,c99f1cfe,cad28a76
7b37479f,b4f83a49,60edb338
1afeebe1,f3560e24,7a5b43dd
39e1ad0,f568ef00,32fddc0e
67177e6e,dff7085b,8511438b
9c7d1525,d15cd261,27647bfd
b5e1e9aa,4e40908b,d311a7b9
b4cadc9e,e465f651,72675dd4
713b8441,66a3af1a,a079a4a0
79c91bdd,396303b5,43678050
78e36400,5be5ac14,af44e47f
bb51c48e,cdeb41b8,3e6f4744
e002f2c,c9c42574,ee4a6f90
d75790c9,301c4110,e5048703
54890e7e,f27eeedc,2ef991d1
d0e919ca,a86eaede,dfe306ed
514e45ef,a132f4b2,2a74053d
c9584de7,3f9be20e,96be4f4a
6a2ea014,bd5e2581,736f10b9
9602ce96,53793b56,fa52bd4c
992d92ef,36f1cbc7,bf4f0685
9962ffa0,69029f3,940313f3
fae6d340,ae31a7d3,3b5efd23
2c1495bc,2eb15b97,27cadc5f
ad4565a,c18f77a7,8ec3d6db
8038b20e,a0129cbf,f58a752f
cabd1d0a,3f77ba29,5e0bf819
3458fb6e,bd94f20,68c81221
c00da333,14799b29,eb60ad65
464e61f9,b96d04e5,ba1021c4
3eaba702,3735d782,3f7677b0
1595736,5cc10d66,6ad41d57
abe40e36,519bd57a,2048c5c4
8220e6ac,27afab1f,66558550
eeff7279,f992d446,4a554981
d2dcde2f,14fe1cf9,49460fe6
fefba77a,95ee0af6,86f1bcdf
a3babbe1,24d7cc79,8e82b90f
71e63233,1ecef3e3,464466ce
60a81d40,a5b89e8c,d9e62d2c
900c0e6c,1e52fcd8,19c9614f
28c580bb,21d62df1,d359d2ce
67a4e0d6,d63a7715,7968b16f
f9462236,eb86bc71,d265fde
d9ad5242,72c85ca9,bbc54a5e
3d71e2a8,e30b411d,3f03146d
dc81173b,58382b8,a801b91a
a2f7380,f0ae8382,de1e10f4
8539e6f8,302313f5,32f89bb5
a18331b9,eb174305,ae1fb542
7b6a69ff,9e7fd28b,de1bfec
5480d0db,1364df27,3c295f09
2c3950ca,a93def28,8b4c1662
65c018db,5e0ba8c3,4faf016a
a598a7dd,83779273,99cdd091
f2d7022d,b06d10d3,e69b983f
e8989aaf,3bed5a0,efbadd31
a6c5534d,c1f5d266,948cec6a
4ecb416c,f458a62f,7d572ac3
9bce639,f6f733a7,fbe2b7e3
98c08ad,e31da433,b268e301
cb3b6cd,c9044075,cbd19f0b
91cf1b36,a5851c95,96c504dc
50674993,1840d50a,5f7b20af
1a029f45,d04c938,38d48086
1a62e495,24466afe,97daae2c
30f29ae3,22620ad5,57f2fd0c
f2d14c5b,8cb316ca,257ac0ba
37c2d67e,b7c9236b,963c7c65
36f13913,9d13469,2cb16b1a
87330e63,e432fb2f,e6cdb2e8
48737af9,632e74a1,ed5c91ce
d3ff634f,3dc94cd0,a45274c6
c316e446,b4a7b67d,82e6af76
6d0e9848,f9eea78,3d7f289e
2c388bc3,6a939f54,7e5aa615
ed4f4561,983f8751,557977f5
1031624,fb8310ee,955cd9a1
ca1f0c9a,e3fdb5e,fb82c61b
831c6bb5,c1e98118,d3d4a2bf
cd2e815a,ff7ad4c4,e39bf28f
a1f5d80f,b36ac588,ed6cf733
e6e254f2,82c846a8,74f1dc27
871a978b,24b0f4c2,c55f1274
af8048c2,4bf879ef,d42e62d3
9f4a60cc,cb581217,4664760
16f3b2c5,28708178,3ebc878a
7a3d23f4,27b8ad3b,d747bb3a
356b584d,ebd1b562,63ab09d6
719e1df8,4d330a44,b3bb8996
493d2543,f62bafd3,3045f148
aef566fe,f775f9cf,5aca748a
ccbbd7ca,65c2b881,eeeef7a5
4475a63f,5c3ee8e0,c3a3f8c2
c0be8747,f518d9dd,e70a3dbb
75f7ced9,6e7ecb18,1f677a3e
e3f5e2a8,5001d2fe,42dcbb89
f2007233,9672ef5a,8e4e633d
22aed7c4,e3d88dbc,64271e7c
870b55da,f55fc489,cf27f1c0
a46958b3,8a4b0ecd,72604bd6
d000a157,56d1cc83,5d49b95f
c4aa5ae5,f196b084,c322c43a
9843011a,7887b920,3f288531
21fd0814,99c56b5f,cd794a10
82dacc21,fc0754d4,a0667c91
8291cde0,4d8a69c7,b8a440e6
ff79450d,ff511ca0,f6a52727
553c912b,7530aef4,572d7a5d
38db74e7,92c702ef,9a186e32
fc514c49,96106115,dd7890fe
a6397aad,f0c77acd,248117d0
986c0075,5b80774c,853b0584
3f51eafe,3cf4e1aa,8c297636
5a46dcba,637d9e83,28c5b478
775cf6a7,5e5c85e5,fe04d233
de08fbd8,15398ad6,b967fcd2
63addf4f,129c8c2f,7e5eadb0
52f7d352,e534408d,19b2363e
13866ea5,c20ca843,779d05ff
cf74a726,28cead06,89abe250
bc046101,dcbc126e,405960b0
102b49e4,f35b936b,be07511d
6bbe011e,be658d1d,d68316db
803792e3,4a79c294,79e1db27
8147b7e1,c6d9cc57,a9a4e96d
710ee776,64ad292e,8e072fc2
e7e2cced,95138a69,83d45779
cb6807f0,c0ef04ab,575f4850
5bb6f984,ab135182,74df97d4
6e1b1ce4,e4ac561d,6855a64a
3e7cb5b5,4d61fecb,c75e8eb9
1fe6267,f96477ef,423e9eec
9d9fe19c,7e0f9ed8,3cce81c
66cc38b4,712e2b02,563826c4
42ddeda5,659209e8,4d22e6b2
3971e200,750eb1a1,b38db5c9
3e3863fb,11998f51,e85ccddd
9503235f,33e5e64c,80ef3723
225e87dd,342b13b4,2661869b
6ccda0de,ecc511c7,1d156c12
56486dd4,3726b397,952cc34
a10068f5,dad585f0,fd11598e
747b1c1,e360df81,760b09f8
1131c87,82846be,6f821903
6ed810a3,67014e7,ce149569
508f76fd,99b3a687,739e5203
1ab012f5,8361b024,d7782ea8
b1e7368a,3eb3b8c7,b516dcfb
cc69ffaa,e051bf9f,1a2fd630
d36114b3,7fb7762b,1f675b55
7b3e727,8caf2ee6,d50f2828
2a2e1893,f3074e4f,eb0318e2
f84ec2d4,6aa365c1,9c6eeac7
7115502b,c73d0421,816aefeb
715a359e,1add163b,679735d7
4995c601,f8605599,2d997184
dada9efe,c80833f2,f885c847
745f9c94,ae98862b,69e76775
efb1b36f,d7080709,4e169a61
416d441c,7fcbd7dd,5664d4bc
a558d6bd,be91d00e,d63e458c
b8383acd,e3b8d168,d8a19d42
585568da,a570c557,2ccb0088
